RESPONSE INFO,,,,,,,,,,,,REGION,,,,DEMOGRAPHICS / HOUSEHOLD / AGE OF CHILDREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGE,PREP METHOD FREQUENCY,,,,,,,MIDWEEK DINNER TIME,,,,,,,,,,PLANNING OF MEALS,,,,,IMPORTANT CRITERIA,,,,,,,,DECISION MAKERS,,,,,,,DISHES EATEN FREQUENTLY (QS BY CUISINE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISHES EATEN FREQUENTLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREP METHOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREP TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUSTOMISATION OPEN ENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISHLIST ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARRIERS: Burger & Chips,,,,,,,BARRIERS: Meat & Chips,,,,,,,BARRIERS: Meat & Veg,,,,,,,BARRIERS: Sausage & Mash,,,,,,,BARRIERS: Cottage/Shepherd's/Fish Pie,,,,,,,BARRIERS: Pastry Pie,,,,,,,BARRIERS: Jacket Potato,,,,,,,BARRIERS: Casserole / Stew,,,,,,,BARRIERS: Sandwich/Toastie,,,,,,,BARRIERS: Pizza,,,,,,,BARRIERS: Lasagne,,,,,,,BARRIERS: Filled Pasta,,,,,,,BARRIERS: Risotto,,,,,,,BARRIERS: Gnocchi,,,,,,,BARRIERS: Stir Fry/Noodles,,,,,,,BARRIERS: Rice Bowl/Fried Rice,,,,,,,BARRIERS: Katsu Curry,,,,,,,BARRIERS: Thai Curry,,,,,,,BARRIERS: Thai Noodles,,,,,,,BARRIERS: Ramen,,,,,,,BARRIERS: Fajitas/Burritos,,,,,,,BARRIERS: Tacos/Enchiladas/Quesadillas,,,,,,,BARRIERS: Piri Piri/Peri Peri,,,,,,,BARRIERS: Jerk Chicken,,,,,,,BARRIERS: Cajun Chicken,,,,,,,BARRIERS: Paella,,,,,,,BARRIERS: Stroganoff,,,,,,,BARRIERS: Tagine,,,,,,,BARRIERS: Cous Cous,,,,,,,BARRIERS: Fish & Chips,,,,,,,BARRIERS: Soup,,,,,,,BARRIERS: Boiled Pasta,,,,,,,BARRIERS: Baked Pasta,,,,,,,BARRIERS: Curry & Rice,,,,,,,BARRIERS: Asian Chicken Dishes,,,,,,,BARRIERS: Chilli and Rice,,,,,,,Delivery app usage,,,
