,Item Categorisation,,,,,,,,,,,,,,,,,,,,,,,,
1,Tiffin Tin,Family Royal Forest Curry,Indian,South Asian / Indian Curry,Other Curry,"Chicken, Mushroom",,,,Chicken,Mushroom,,,,,,,,,,,,,,
1,Tiffin Tin,Family Chicken Aloo Mutter,Indian,South Asian / Indian Curry,Aloo Mutter Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Tiffin Tin,Family Mixed Vegetable Curry,Indian,South Asian / Indian Curry,Other Curry,Vegetarian,,,,Vegetarian,,,,,,,,,,,,,,,
0,Tiffin Tin,Family Royal Forest Curry,Indian,South Asian / Indian Curry,Other Curry,"Chicken, Mushroom",,,,Chicken,Mushroom,,,,,,,,,,,,,,
0,Tiffin Tin,Family Chicken Aloo Mutter,Indian,South Asian / Indian Curry,Aloo Mutter Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Itsu,sushi family feast,Asian,Sushi,Sushi,Salmon,,,,Salmon,,,,,,,,,,,,,,,
1,Tula Ireland,"Tula Main, Quesadilla, Kids Quesadilla, Bag of Corn Tortilla Chips & Dip",Mexican,Tacos,Tacos,"Beef, Pork, Chicken",,,,Beef,Pork,Chicken,,,,,,,,,,,,,
1,Tula Ireland,"Tula Main, Tula Nachos & Kids Quesadilla Family Dinneroo Feast",Mexican,Tacos,Tacos,"Beef, Pork, Chicken",,,,Beef,Pork,Chicken,,,,,,,,,,,,,
1,Zambrero UK,Family Tacos Kit,Mexican,Tacos,Tacos,"Beef, Chicken",,,,Beef,Chicken,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Rx to dish mappings,,,,,,,,,,,,,,,,,,,,,,,,
,,Cuisine,,,,,,,,,,,,,,,,,,,,,,,
,Brand,Asian,Italian,Indian,Healthy,Mexican,Middle Eastern,British,,,,,,,,,,,,,,,,,
,Chaska,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,
,Dishoom,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,
,Tadka House,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,
,Tula Ireland,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,
,Las Iguanas,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,
,Asia Villa,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Bill's,2,4,0,0,0,3,1,,,,,,,,,,,,,,,,,
,Giggling Squid,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Pho,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Ting Thai,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Wagamama,4,0,0,0,0,0,0,,"Tula Main, Quesadilla, Kids Quesadilla, Bag of Corn Tortilla Chips & Dip",,,,,,,,,,,,,,,
,Zumuku,5,0,0,0,0,0,0,,"Tula Main, Tula Nachos & Kids Quesadilla Family Dinneroo Feast",,,,,,,,,,,,,,,
,Zumuku Sushi,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,TUK TUK-SGroup,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Xian Street Food,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,atis,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
,Farmer J,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
,Remedy Kitchen,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
,Yacob's Kitchen,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,
,Banana Tree,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Iro Sushi,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Itsu,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Kokoro,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Bella Italia,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Cacciari's,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
,SOYO-SGroup,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Zambrero UK,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,
,Shaku Maku,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,
,Umi Falafel,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
,Milano,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,
,PIZAZA-SGroup,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
,PizzaExpress,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Prezzo,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,
,Zaatar Rathmines,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
,Cocotte,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
,LEON,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,
,Taste Of Hong Kong-DCN,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,The Salad Project,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
,Kricket,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,
,Saravana Bhavan,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
,Tiffin Tin,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dish,,,,,,,,,,,,,,,,,,,,,,,
,Brand,Rice Bowl,Pasta,Grain Bowl,Noodles,South Asian / Indian Curry,East Asian Curry,Katsu,Biryani,Pizza,Fried Rice,Protein & Veg ,Chilli,Fajitas,Lasagne,Other,Shawarma,Tacos,Burrito / Burrito Bowl,Quesadilla,Nachos,Pho,Poke,Shepherd's Pie,Sushi
,Chaska,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dishoom,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tadka House,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tula Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
,Las Iguanas,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
,Asia Villa,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bill's,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
,Giggling Squid,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pho,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Ting Thai,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wagamama,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zumuku,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zumuku Sushi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TUK TUK-SGroup,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Xian Street Food,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,atis,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Farmer J,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Remedy Kitchen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Yacob's Kitchen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Banana Tree,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iro Sushi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Itsu,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,Kokoro,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bella Italia,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Cacciari's,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,SOYO-SGroup,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Zambrero UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
,Shaku Maku,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Umi Falafel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Milano,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PIZAZA-SGroup,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,PizzaExpress,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prezzo,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zaatar Rathmines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Cocotte,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,LEON,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Taste Of Hong Kong-DCN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,The Salad Project,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kricket,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saravana Bhavan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tiffin Tin,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cuisine,,,,,,,,,,,,,,,,,,,,,,,
,Brand,Chicken,Beef,Pork,Duck,Salmon,Prawn,,,,,,,,,,,,,,,,,,
,Chaska,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Dishoom,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Tadka House,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Tula Ireland,4,4,4,0,0,0,,,,,,,,,,,,,,,,,,
,Las Iguanas,3,3,0,0,0,3,,,,,,,,,,,,,,,,,,
,Asia Villa,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Bill's,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,
,Giggling Squid,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Pho,5,2,0,0,0,0,,,,,,,,,,,,,,,,,,
,Ting Thai,4,4,0,1,0,4,,,,,,,,,,,,,,,,,,
,Wagamama,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Zumuku,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,Zumuku Sushi,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,TUK TUK-SGroup,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,
,Xian Street Food,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,atis,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Farmer J,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Remedy Kitchen,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,
,Yacob's Kitchen,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Banana Tree,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,Iro Sushi,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Itsu,6,0,0,0,2,1,,,,,,,,,,,,,,,,,,
,Kokoro,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Bella Italia,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,
,Cacciari's,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
,SOYO-SGroup,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Zambrero UK,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,
,Shaku Maku,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Umi Falafel,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Milano,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,
,PIZAZA-SGroup,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,PizzaExpress,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,
,Prezzo,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,
,Zaatar Rathmines,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Cocotte,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,LEON,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Taste Of Hong Kong-DCN,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
,The Salad Project,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Kricket,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,Saravana Bhavan,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,Tiffin Tin,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
