,Item Categorisation,,,,,,,,,,,,,,,,,,,,,,,,
1,Bill's,Family Shepherd's Pie,British,Shepherd's Pie,Shepherd's Pie,Beef,,,,Beef,,,,,,,,,,,,,,,
1,Chaska,"Home-Style Butter Chicken Meal ( 16oz Butter Chicken, 12oz Tadka Dal, 1 Jeera Aloo and 2 Portion Fluffy Rice)",Indian,South Asian / Indian Curry,Butter Chicken Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Chaska,"Veg Family Feast ( 16oz paneer labaabdaar, 12oz dal tadka, 1 jeera aloo and 2 portion rice)",Indian,South Asian / Indian Curry,Other Curry,Paneer,,,,Paneer,,,,,,,,,,,,,,,
1,Dishoom,Dishoom Chicken Ruby – for the family,Indian,South Asian / Indian Curry,Other Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Dishoom,Dishoom Mattar Paneer – for the family,Indian,South Asian / Indian Curry,Mattar Paneer Curry,Paneer,,,,Paneer,,,,,,,,,,,,,,,
1,Kricket,Butter Chicken,Indian,South Asian / Indian Curry,Butter Chicken Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Kricket,Keralan Prawn,Indian,South Asian / Indian Curry,Other Curry,Prawn,,,,Prawn,,,,,,,,,,,,,,,
1,Kricket,Matar Paneer,Indian,South Asian / Indian Curry,Mattar Paneer Curry,Paneer,,,,Paneer,,,,,,,,,,,,,,,
1,Saravana Bhavan,Saravana Bhavan Family Bundle,Indian,South Asian / Indian Curry,Other Curry,Paneer,,,,Paneer,,,,,,,,,,,,,,,
1,Tadka House,"1000g Chicken Tikka Masala, 2 Boiled Rice, 1 Chips, 1  Plain Naan & Poppadoms",Indian,South Asian / Indian Curry,Tikka Masala Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
1,Tadka House,"1000g Butter Chicken, 2 Rice, 1 Chips, 1 Naan & Poopadoms",Indian,South Asian / Indian Curry,Butter Chicken Curry,Chicken,,,,Chicken,,,,,,,,,,,,,,,
