,Top Items by Rx Zone,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Source,https://deliveroo.looker.com/explore/general/denormalised_items?qid=Ghs6zuJE4cqOFV4A0zCCRB&toggle=fil,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Salesforce Sf Global Brand,Menu items Menu Item Operational Name,Location Zone Code,"Common Business Segments Orders count (delivered, rejected, cancelled, et al.)",Updated count,,,,Count dish,Ranked 1,,,Dish,Count dish type,Ranked 1,Ranked 2,Ranked 3,Ranked 4,Ranked 5,,,,,% Ranked 1,% Ranked 5
455,Itsu,sushi family feast,BRX,30,30.000455,3,3BRX,,36,3,8%,,Sushi,36,3,8,4,1,4,,,,Sushi,8%,56%
456,Itsu,sushi family feast,NHP,30,30.000456,7,7NHP,,36,3,8%,,Sushi,36,3,8,4,1,4,,,,Sushi,8%,56%
457,PizzaExpress,Family Favourites Feast,DID,30,30.000457,3,3DID,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
458,Kokoro,Kokoro Family Bundle,TOO,29,29.000458,3,3TOO,,42,3,7%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
459,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,HEN,29,29.000459,2,2HEN,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
460,Pho,It's a curry night,STR,29,29.00046,9,9STR,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
461,Wagamama,family chicken coconut + lemongrass curry,UXB,29,29.000461,2,2UXB,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
462,Ting Thai,Mee Gratiam Family Meal,EDC,29,29.000462,8,8EDC,,3,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
463,Las Iguanas,Fajitas Family of Four Bundle,CAM,29,29.000463,15,15CAM,,28,0,0%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
464,PizzaExpress,Family Favourites Feast,PUT,29,29.000464,4,4PUT,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
465,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,OXF,29,29.000465,13,13OXF,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
466,Wagamama,family chicken katsu,HCR,29,29.000466,1,1HCR,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
467,Wagamama,family chicken katsu,DUN,28,28.000467,3,3DUN,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
468,Giggling Squid,Family Thai Curry Bundle,BKS,28,28.000468,2,2BKS,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
469,Bill's,Family Chicken Shawarma,CAN,28,28.000469,9,9CAN,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
470,Pho,Fresh from the wok,LIV,28,28.00047,6,6LIV,,129,0,0%,,Fried Rice,54,2,0,3,2,2,,,,Fried Rice,4%,17%
471,PizzaExpress,Family Favourites Feast,STA,28,28.000471,5,5STA,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
472,Bill's,Family Chicken Shawarma,NOR,28,28.000472,12,12NOR,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
473,Wagamama,family chicken coconut + lemongrass curry,KIN,28,28.000473,11,11KIN,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
474,Dishoom,Awadhi Jackfruit Biryani – for the family,FCH,28,28.000474,9,9FCH,,11,0,0%,,Biryani,26,0,6,4,1,3,,,,Biryani,0%,54%
475,Bill's,Family Chicken Shawarma,RIC,28,28.000475,6,6RIC,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
476,PizzaExpress,Family Favourites Feast,HEA,27,27.000476,2,2HEA,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
477,Asia Villa,4x Family Style Phad Thai with Korean Chicken,WGR,27,27.000477,2,2WGR,,2,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
478,Pho,It's a curry night,LC,27,27.000478,5,5LC,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
479,Pho,It's a curry night,LBR,27,27.000479,8,8LBR,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
480,PizzaExpress,Family Favourites Feast,BEX,27,27.00048,2,2BEX,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
481,PizzaExpress,Family Favourites Feast,NWTL,27,27.000481,3,3NWTL,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
482,Asia Villa,4x Traditional Chow Mein with Sweet Chili Chicken,WME,27,27.000482,7,7WME,,5,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
483,Wagamama,family chicken katsu,CRDB,27,27.000483,1,1CRDB,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
484,PizzaExpress,Family Favourites Feast,CLA,27,27.000484,16,16CLA,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
485,PizzaExpress,Family Favourites Feast,SKC,27,27.000485,6,6SKC,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
486,Wagamama,family chicken coconut + lemongrass curry,BAS,27,27.000486,4,4BAS,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
487,Giggling Squid,Family Thai Curry Bundle,WLY,27,27.000487,2,2WLY,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
488,Xian Street Food,Sweet and Sour Chicken Family Meal,DCN,27,27.000488,10,10DCN,,2,0,0%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
489,PizzaExpress,Family Favourites Feast,HRP,27,27.000489,4,4HRP,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
490,Pho,Pho the whole fam,BRM,27,27.00049,4,4BRM,,43,24,56%,,Pho,43,24,8,5,5,1,,,,Pho,56%,100%
491,Xian Street Food,Honey Chicken and Stir Fry Veggie Family Meal ( Honey Chicken (main) + Fried rice + Stir-Fry Mixed Vegetables + 2 Veg Spring Rolls),DCN,27,27.000491,9,9DCN,,3,1,33%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
492,Bella Italia,Mix & Match Family Bundle,BRM,26,26.000492,5,5BRM,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
493,SOYO-SGroup,Family Roasted Vegetable lasagne,GBC,26,26.000493,2,2GBC,,2,0,0%,,Lasagne,27,1,3,1,1,0,,,,Lasagne,4%,22%
494,PizzaExpress,Family Pasta Feast,STR,26,26.000494,10,10STR,,132,1,1%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
495,Wagamama,family chicken katsu,RONT,26,26.000495,1,1RONT,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
496,Bill's,Family Chicken Shawarma,DRT,26,26.000496,2,2DRT,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
497,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,REI,26,26.000497,4,4REI,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
498,Ting Thai,Massaman Curry Family Meal,GWE,26,26.000498,2,2GWE,,3,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
499,Bill's,Family Chicken Shawarma,GUI,26,26.000499,12,12GUI,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
500,Asia Villa,4x Asia Villa Special Fried Rice with Salt and Pepper Chicken,ROM,25,25.0005,4,4ROM,,5,1,20%,,Fried Rice,54,2,0,3,2,2,,,,Fried Rice,4%,17%
501,PizzaExpress,Family Pasta Feast,HME,25,25.000501,3,3HME,,132,1,1%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
502,Wagamama,family chicken katsu,VWP,25,25.000502,3,3VWP,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
503,Banana Tree,🍛Katsu Rice Bowl Bundle For Four,MK,25,25.000503,11,11MK,,19,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
504,PizzaExpress,Family Favourites Feast,RLS,25,25.000504,4,4RLS,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
505,PizzaExpress,Family Favourites Feast,NTG,25,25.000505,9,9NTG,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
506,PizzaExpress,Family Favourites Feast,RSL,25,25.000506,2,2RSL,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
507,Giggling Squid,Family Thai Curry Bundle,CHE,25,25.000507,8,8CHE,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
508,Bella Italia,Mix & Match Family Bundle,NHP,25,25.000508,8,8NHP,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
509,PizzaExpress,Family Favourites Feast,ALD,24,24.000509,2,2ALD,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
510,Giggling Squid,Family Spicy Bundle,CLH,24,24.00051,3,3CLH,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
511,Itsu,hot faves family bundle,ESTN,24,24.000511,5,5ESTN,,102,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
512,Las Iguanas,Fajitas Family of Four Bundle,REA,24,24.000512,12,12REA,,28,0,0%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
513,Wagamama,family chicken coconut + lemongrass curry,ENF,24,24.000513,2,2ENF,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
514,PizzaExpress,Family Favourites Feast,WBR,24,24.000514,4,4WBR,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
515,PizzaExpress,Family Pasta Feast,BEC,24,24.000515,1,1BEC,,132,1,1%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
516,Wagamama,family chicken coconut + lemongrass curry,WOT,24,24.000516,2,2WOT,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
517,PizzaExpress,Family Favourites Feast,BRO,24,24.000517,4,4BRO,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
518,PizzaExpress,Family Favourites Feast,CLM,24,24.000518,6,6CLM,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
519,Saravana Bhavan,Saravana Bhavan Family Bundle,STL,24,24.000519,1,1STL,,3,2,67%,,South Asian / Indian Curry,56,18,5,2,7,4,,,,South Asian / Indian Curry,32%,64%
520,Wagamama,family chicken katsu,MC,24,24.00052,2,2MC,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
521,PizzaExpress,Family Favourites Feast,VWP,24,24.000521,5,5VWP,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
522,Giggling Squid,Family Thai Curry Bundle,HEN,23,23.000522,3,3HEN,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
523,PizzaExpress,Family Pizza Feast,KIN,23,23.000523,12,12KIN,,137,3,2%,,Pizza,308,48,23,32,32,15,,,,Pizza,16%,49%
524,PizzaExpress,Family Favourites Feast,EPS,23,23.000524,4,4EPS,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
525,Pho,It's a curry night,MC,23,23.000525,3,3MC,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
526,Pho,It's a curry night,RTW,23,23.000526,3,3RTW,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
527,Itsu,sushi family feast,ISL,23,23.000527,15,15ISL,,36,3,8%,,Sushi,36,3,8,4,1,4,,,,Sushi,8%,56%
528,Farmer J,Family Veggie Dinner,SBU,23,23.000528,9,9SBU,,6,0,0%,,Grain Bowl,102,4,6,1,4,3,,,,Grain Bowl,4%,18%
529,Wagamama,family chicken coconut + lemongrass curry,FIN,23,23.000529,2,2FIN,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
530,Las Iguanas,Mixed Bundle For Four,BAS,23,23.00053,6,6BAS,,56,1,2%,,Chilli,75,0,1,1,0,2,,,,Chilli,0%,5%
531,LEON,Big Bundle for 4,BRM,23,23.000531,6,6BRM,,21,0,0%,,Grain Bowl,102,4,6,1,4,3,,,,Grain Bowl,4%,18%
532,Bill's,Family Chicken Shawarma,NWB,23,23.000532,1,1NWB,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
533,Asia Villa,4x Traditional Chow Mein with Sweet Chili Chicken,ROM,23,23.000533,5,5ROM,,5,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
534,Bella Italia,Mix & Match Family Bundle,NWTL,23,23.000534,4,4NWTL,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
535,Wagamama,family chicken coconut + lemongrass curry,EPS,23,23.000535,3,3EPS,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
536,Wagamama,family chicken coconut + lemongrass curry,BOU,23,23.000536,9,9BOU,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
537,Wagamama,family chicken coconut + lemongrass curry,BRO,23,23.000537,5,5BRO,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
538,PizzaExpress,Family Favourites Feast,BOU,23,23.000538,8,8BOU,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
539,PizzaExpress,Family Pasta Feast,LEW,23,23.000539,11,11LEW,,132,1,1%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
540,Ting Thai,Pad Thai Family Meal,GLC,23,23.00054,8,8GLC,,3,2,67%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
541,PizzaExpress,Family Favourites Feast,EDG,23,23.000541,10,10EDG,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
542,Dishoom,Awadhi Jackfruit Biryani – for the family,CHI,22,22.000542,10,10CHI,,11,0,0%,,Biryani,26,0,6,4,1,3,,,,Biryani,0%,54%
543,Bella Italia,Mix & Match Family Bundle,YOR,22,22.000543,7,7YOR,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
544,PizzaExpress,Family Pizza Feast,WIM,22,22.000544,16,16WIM,,137,3,2%,,Pizza,308,48,23,32,32,15,,,,Pizza,16%,49%
545,Dishoom,Awadhi Jackfruit Biryani – for the family,NHP,22,22.000545,9,9NHP,,11,0,0%,,Biryani,26,0,6,4,1,3,,,,Biryani,0%,54%
546,Bill's,Family Shepherd's Pie,WIM,22,22.000546,15,15WIM,,38,1,3%,,Shepherd's Pie,38,1,1,1,0,0,,,,Shepherd's Pie,3%,8%
547,PizzaExpress,Family Favourites Feast,WEM,22,22.000547,12,12WEM,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
548,Kokoro,Kokoro Family Bundle,WAT,22,22.000548,7,7WAT,,42,3,7%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
549,Las Iguanas,Fajitas Family of Four Bundle,WAT,22,22.000549,6,6WAT,,28,0,0%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
550,Wagamama,family chicken coconut + lemongrass curry,REA,22,22.00055,13,13REA,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
551,PizzaExpress,Family Favourites Feast,CHE,22,22.000551,10,10CHE,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
552,Wagamama,family chicken coconut + lemongrass curry,WIM,22,22.000552,14,14WIM,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
553,Ting Thai,Yellow Curry Family Meal,EDC,22,22.000553,9,9EDC,,3,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
554,Bella Italia,Mix & Match Family Bundle,WC,22,22.000554,8,8WC,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
555,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,WCH,22,22.000555,2,2WCH,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
556,Asia Villa,4x Family Style Phad Thai with Sweet Chilli Chicken,ISL,22,22.000556,16,16ISL,,1,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
557,Shaku Maku,Shaku Maku Family Platter (Maqluba + chicken rolls + fatoush salad + hummus + baba ghanoush with bread),DCS,22,22.000557,1,1DCS,,1,1,100%,,Other,4,1,0,1,0,0,,,,Other,25%,50%
558,Giggling Squid,Family Thai Curry Bundle,HWC,22,22.000558,2,2HWC,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
559,Itsu,sushi family feast,WC,22,22.000559,7,7WC,,36,3,8%,,Sushi,36,3,8,4,1,4,,,,Sushi,8%,56%
560,Cocotte,Family Feast Two,RIC,22,22.00056,7,7RIC,,5,0,0%,,Protein & Veg ,16,1,2,3,1,0,,,,Protein & Veg ,6%,44%
561,PizzaExpress,Family Favourites Feast,RNP,22,22.000561,2,2RNP,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
562,Giggling Squid,Family Spicy Bundle,KIN,21,21.000562,13,13KIN,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
563,Itsu,hot faves family bundle,STA,21,21.000563,10,10STA,,102,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
564,Banana Tree,🍛Katsu Rice Bowl Bundle For Four,OXF,21,21.000564,14,14OXF,,19,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
565,Wagamama,family chicken coconut + lemongrass curry,CW,21,21.000565,11,11CW,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
566,PizzaExpress,Family Favourites Feast,CMB,21,21.000566,3,3CMB,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
567,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,WBR,21,21.000567,5,5WBR,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
568,Asia Villa,4x Asia Villa Special Fried Rice with Salt and Pepper Chicken,LBR,21,21.000568,9,9LBR,,5,1,20%,,Fried Rice,54,2,0,3,2,2,,,,Fried Rice,4%,17%
569,LEON,Big Bundle for 4,WIM,21,21.000569,17,17WIM,,21,0,0%,,Grain Bowl,102,4,6,1,4,3,,,,Grain Bowl,4%,18%
570,Bill's,Family Chicken Shawarma,REI,21,21.00057,5,5REI,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
571,Giggling Squid,Family Sticky Chicken/NO Chicken Bundle,WAR,21,21.000571,1,1WAR,,37,9,24%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
572,Giggling Squid,Family Spicy Bundle,BRCK,21,21.000572,6,6BRCK,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
573,Iro Sushi,Katsu Family Feast,PRL,21,21.000573,1,1PRL,,28,7,25%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
574,Bill's,Family Chicken Shawarma,STA,21,21.000574,9,9STA,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
575,Iro Sushi,Katsu Family Feast,CGF,21,21.000575,1,1CGF,,28,7,25%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
576,Saravana Bhavan,Saravana Bhavan Family Bundle,HRO,21,21.000576,4,4HRO,,3,2,67%,,South Asian / Indian Curry,56,18,5,2,7,4,,,,South Asian / Indian Curry,32%,64%
577,PizzaExpress,Family Favourites Feast,NWB,21,21.000577,3,3NWB,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
578,Wagamama,family chicken coconut + lemongrass curry,STA,21,21.000578,8,8STA,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
579,PizzaExpress,Family Favourites Feast,DAL,21,21.000579,4,4DAL,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
580,LEON,Big Bundle for 4,RIC,21,21.00058,8,8RIC,,21,0,0%,,Grain Bowl,102,4,6,1,4,3,,,,Grain Bowl,4%,18%
581,Wagamama,family chicken katsu,CRW,21,21.000581,1,1CRW,,93,49,53%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
582,Pho,It's a curry night,EDN,20,20.000582,4,4EDN,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
583,PizzaExpress,Family Favourites Feast,MK,20,20.000583,13,13MK,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
584,PizzaExpress,Family Favourites Feast,FUL,20,20.000584,10,10FUL,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
585,Pho,It's a curry night,BRM,20,20.000585,7,7BRM,,43,1,2%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
586,Bill's,Family Chicken Shawarma,YOR,20,20.000586,8,8YOR,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
587,PizzaExpress,Family Favourites Feast,ELT,20,20.000587,2,2ELT,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
588,Las Iguanas,Fajitas Family of Three Bundle,GLC,20,20.000588,9,9GLC,,28,1,4%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
589,Giggling Squid,Family Spicy Bundle,HOR,20,20.000589,7,7HOR,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
590,Pho,Pho the whole fam,RTW,20,20.00059,4,4RTW,,43,24,56%,,Pho,43,24,8,5,5,1,,,,Pho,56%,100%
591,Wagamama,family chicken coconut + lemongrass curry,PUT,20,20.000591,5,5PUT,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
592,Bill's,Family Shepherd's Pie,LBR,20,20.000592,10,10LBR,,38,1,3%,,Shepherd's Pie,38,1,1,1,0,0,,,,Shepherd's Pie,3%,8%
593,PizzaExpress,Family Favourites Feast,WAN,20,20.000593,7,7WAN,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
594,Giggling Squid,Family Thai Curry Bundle,LC,20,20.000594,6,6LC,,37,2,5%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
595,Banana Tree,🍛Katsu Rice Bowl Bundle For Four,SSEA,20,20.000595,6,6SSEA,,19,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
596,Bella Italia,Mix & Match Family Bundle,DRT,20,20.000596,3,3DRT,,27,4,15%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
597,Las Iguanas,Fajitas Family of Four Bundle,BRCK,20,20.000597,7,7BRCK,,28,0,0%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
598,Itsu,hot faves family bundle,OXF,20,20.000598,17,17OXF,,102,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
599,Giggling Squid,Family Spicy Bundle,WEY,20,20.000599,3,3WEY,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
600,PizzaExpress,Family Favourites Feast,HOR,20,20.0006,6,6HOR,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
601,Las Iguanas,Fajitas Family of Three Bundle,BAS,20,20.000601,8,8BAS,,28,1,4%,,Fajitas,84,2,1,1,2,4,,,,Fajitas,2%,12%
602,Asia Villa,4x Family Style Egg Fried Noodle with Korean Chicken,WME,20,20.000602,8,8WME,,2,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
603,Dishoom,Awadhi Jackfruit Biryani – for the family,WAN,20,20.000603,6,6WAN,,11,0,0%,,Biryani,26,0,6,4,1,3,,,,Biryani,0%,54%
604,PizzaExpress,Family Favourites Feast,WOT,20,20.000604,4,4WOT,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
605,PizzaExpress,Family Favourites Feast,BTH,20,20.000605,6,6BTH,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
606,Bill's,Family Shepherd's Pie,KIN,20,20.000606,14,14KIN,,38,1,3%,,Shepherd's Pie,38,1,1,1,0,0,,,,Shepherd's Pie,3%,8%
607,PizzaExpress,Family Pasta Feast,BAS,20,20.000607,7,7BAS,,132,1,1%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
608,Wagamama,family yasai katsu,ROM,20,20.000608,6,6ROM,,87,0,0%,,Katsu,302,56,20,25,9,15,,,,Katsu,19%,41%
609,Giggling Squid,Family Spicy Bundle,BRS,20,20.000609,9,9BRS,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
610,Bill's,Family Chicken Shawarma,NTG,20,20.00061,10,10NTG,,38,1,3%,,Shawarma,102,1,2,2,4,1,,,,Shawarma,1%,10%
611,Xian Street Food,Sweet and Sour Chicken Family Meal (Sweet and Sour Chicken + Boiled rice + Dumpling + 4 in 1),DCN,20,20.000611,11,11DCN,,2,0,0%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
612,Giggling Squid,Family Spicy Bundle,NOR,20,20.000612,13,13NOR,,36,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
613,SOYO-SGroup,Family Rice noodles stir fried,EMH,19,19.000613,4,4EMH,,2,0,0%,,Noodles,143,3,9,11,12,18,,,,Noodles,2%,37%
614,PizzaExpress,Family Favourites Feast,ESTN,19,19.000614,7,7ESTN,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
615,PizzaExpress,Family Favourites Feast,EMH,19,19.000615,3,3EMH,,304,43,14%,,Pasta,723,8,46,46,48,33,,,,Pasta,1%,25%
616,Taste Of Hong Kong-DCN,纯肉双拼家庭套餐，含2炒饭+4小笼包,DCN,19,19.000616,12,12DCN,,1,0,0%,,Rice Bowl,229,25,19,10,24,15,,,,Rice Bowl,11%,41%
617,Wagamama,family chicken coconut + lemongrass curry,WAT,19,19.000617,8,8WAT,,92,0,0%,,East Asian Curry,331,3,32,32,20,15,,,,East Asian Curry,1%,31%
