,Onboarded Sites,,,,,,,
,,,,,,,,
,,,,,,,,
,Source,https://docs.google.com/spreadsheets/d/1xXlnLsxweaGSdWNXy65PnSYpX88U50IskttHrJrbs9M/edit?gid=0#gid=0,,,,,,
,,Filter G > Yes,,,,,,
,,,,,,,,
,Site Phase,Rx ID,Rx Site,Brand,Px Agreed to Site?,Site Onboarded?,,
,Existing Sites (P1 & P2 Launch),172336,3225 - Birmingham - Bullring Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),10186,3228 - Prezzo - Reading,Prezzo,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),23491,3229 - Balham - Bedford Hill - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),25077,3229 - Prezzo - The Promenade,Prezzo,Yes,Yes,,13
,Existing Sites (P1 & P2 Launch),22929,3230 - London - Tower Hill - PizzaExpress,PizzaExpress,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),36364,3233 - Hemel Hempstead - Riverside - PizzaExpress,PizzaExpress,Yes,Yes,,3
,Existing Sites (P1 & P2 Launch),3808,3234 - Prezzo Pasta & Pizza – Euston,Prezzo,Yes,Yes,,15
,Existing Sites (P1 & P2 Launch),22871,3236 - West Bridgford - Bridgford Road - PizzaExpress,PizzaExpress,Yes,Yes,,12
,Existing Sites (P1 & P2 Launch),554482,3240 - Milton Keynes - Centre MK - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),10702,3240 - Prezzo - Bournemouth,Prezzo,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),23857,3245 - Brighton - Marina - PizzaExpress,PizzaExpress,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),46787,3248 - Esher - High Street - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),155440,3252 - Braehead - Xscape - PizzaExpress,PizzaExpress,Yes,Yes,,20
,Existing Sites (P1 & P2 Launch),49180,3252 - Prezzo - Enfield,Prezzo,Yes,Yes,,14
,Existing Sites (P1 & P2 Launch),25157,3258 - London - St Pauls - PizzaExpress,PizzaExpress,Yes,Yes,,3
,Existing Sites (P1 & P2 Launch),26177,3259 - Reading - Oracle Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),29676,3262 - Prezzo - Cheam,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),382703,3276 Prezzo - Godalming,Prezzo,Yes,Yes,,3
,Existing Sites (P1 & P2 Launch),186697,3281 - Fleet - Fleet Road - PizzaExpress,PizzaExpress,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),24687,3284 - Bristol - Harbourside - PizzaExpress,PizzaExpress,Yes,Yes,,14
,Existing Sites (P1 & P2 Launch),29675,3286 - Cheam - Ewell Road - PizzaExpress,PizzaExpress,Yes,Yes,,3
,Existing Sites (P1 & P2 Launch),29665,3294 - Prezzo - Canterbury,Prezzo,Yes,Yes,,4
,Existing Sites (P1 & P2 Launch),2222,3295 - Prezzo - Brighton,Prezzo,Yes,Yes,,4
,Existing Sites (P1 & P2 Launch),27257,3296 - Prezzo - Harrow,Prezzo,Yes,Yes,,14
,Existing Sites (P1 & P2 Launch),22775,3303 - Belfast - Victoria Square Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),49074,3308 - Prezzo - Hornchurch,Prezzo,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),23752,3311 - Edinburgh - George IV Bridge - PizzaExpress,PizzaExpress,Yes,Yes,,11
,Existing Sites (P1 & P2 Launch),23516,3320 - Brockwell Park - Herne Hill - PizzaExpress,PizzaExpress,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),25024,3321 - Headingly - Ottley Road - PizzaExpress,PizzaExpress,Yes,Yes,,12
,Existing Sites (P1 & P2 Launch),323936,3322 - Gerrards Cross - Packhorse Road - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),97058,3323 - Prezzo - Stevenage,Prezzo,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),9723,3328 - Prezzo - Nottingham,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),23349,3329 - Bath - Southgate Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),277506,3331 - Prezzo - Leatherhead,Prezzo,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),25012,3333 - Sheffield - Ecclesall Road - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),50029,3335 - London - Brent Cross Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),273464,3335 - Prezzo Cheltenham Brewery,Prezzo,Yes,Yes,,11
,Existing Sites (P1 & P2 Launch),26699,3339 - Basingstoke - Festival Place Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,4
,Existing Sites (P1 & P2 Launch),178083,3341 - Prezzo - Eastleigh,Prezzo,Yes,Yes,,11
,Existing Sites (P1 & P2 Launch),27055,3342 - Surbition - St Marks Hill - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),36623,3346 - Prezzo Victoria Place,Prezzo,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),10056,3347 - Prezzo - Cardiff,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),24505,3350 - Prezzo - St Martins Lane,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),298802,3351 - Edinburgh - Morningside - PizzaExpress,PizzaExpress,Yes,Yes,,13
,Existing Sites (P1 & P2 Launch),273523,3353 - Poole - Tower Park - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),155437,3354 - Aldershot - Westgate Retail Park - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),27872,3359 - Croydon - George Street - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),289795,3365 - Christchurch - High Street - PizzaExpress,PizzaExpress,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),48840,3365 - Prezzo - Banstead,Prezzo,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),157487,3370 - Prezzo - Glasgow Braehead,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),23542,3370 - Wembley - Designer Outlet - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),6159,3372 - Prezzo - York Clifford Street,Prezzo,Yes,Yes,,10
,Existing Sites (P1 & P2 Launch),25013,3374 - Sheffield - St Pauls Place - PizzaExpress,PizzaExpress,Yes,Yes,,12
,Existing Sites (P1 & P2 Launch),71228,3376 - New Malden - High Street - PizzaExpress,PizzaExpress,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),32940,3377 - Prezzo - Uxbridge,Prezzo,Yes,Yes,,13
,Existing Sites (P1 & P2 Launch),16629,3380 - Prezzo - Manchester Media City,Prezzo,Yes,Yes,,11
,Existing Sites (P1 & P2 Launch),169896,3381 - Southampton - WestQuay Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),323918,3386 - Epping - High Street - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),27252,3389 - Harrow - St Georges Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),6257,3393 - Prezzo - Bristol,Prezzo,Yes,Yes,,13
,Existing Sites (P1 & P2 Launch),180639,3399 - Hatfield - Galleria Shopping Outlet - PizzaExpress,PizzaExpress,Yes,Yes,,4
,Existing Sites (P1 & P2 Launch),198788,3400 - Cribbs Causeway - The Venue - PizzaExpress,PizzaExpress,Yes,Yes,,11
,Existing Sites (P1 & P2 Launch),634318,3405 - Milton Keynes - MK1 Leisure Park - PizzaExpress,PizzaExpress,Yes,Yes,,9
,Existing Sites (P1 & P2 Launch),179217,3409 - Bracknell - The Lexicon Shopping - PizzaExpress Centre,PizzaExpress,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),24684,3415 - Bristol - Cabot Circus Shopping Centre - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),86940,3427 - Croydon - Valley Leisure Park - PizzaExpress,PizzaExpress,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),535240,3432 - Bromley - St Marks Square,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),23038,3436 - London - Paddington - PizzaExpress,PizzaExpress,Yes,Yes,,5
,Existing Sites (P1 & P2 Launch),90764,3437 - London - Gloucester Road - PizzaExpress,PizzaExpress,Yes,Yes,,6
,Existing Sites (P1 & P2 Launch),29093,3446 - Belfast - Ballyhackamore - PizzaExpress,PizzaExpress,Yes,Yes,,8
,Existing Sites (P1 & P2 Launch),83275,3452 - Stockport - Redrock - PizzaExpress,PizzaExpress,Yes,Yes,,7
,Existing Sites (P1 & P2 Launch),277615,3456 - Bournemouth - BH2 Leisure - PizzaExpress,PizzaExpress,Yes,Yes,,4
