response_id,source_file,dish_text_raw,mapped_dish_type,mapping_method,is_family_survey,child_reaction_values,is_full_and_happy,included_in_denominator
425,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
426,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
427,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They tried some parts but didn't eat much at all",0,1
428,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Supergreen Falafel Rice Box, Peas 'N' Seeds, Aioli Chicken Rice Box, Chilli Chicken Rice Box, Peanut Satay Chicken Rice Box, LEON Baked Fries - Regular, LEON Baked Fries - Regular, LEON Slaw - Regular (VG)",Grain Bowl,anna_map,False,,0,0
431,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken aioli boxes and nuggets,Grain Bowl,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
432,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rashi curry with rice and chilli squid.,South Asian / Indian Curry,keyword,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
433,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Tofu curries, egg fried rices and prawnless crackers.",East Asian Curry,anna_map,False,,0,0
434,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby curry,South Asian / Indian Curry,anna_map,False,,0,0
435,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Wings, prawn crackers, massaman curry with rice and pad Thai",East Asian Curry,anna_map,False,,0,0
436,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby curry family meal,South Asian / Indian Curry,anna_map,False,,0,0
437,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho Family Meal Deal,Pho,keyword,False,,0,0
430,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
429,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken song veggie dishes,,unmapped,True,,0,0
438,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Stir fry, rice dishes",Noodles,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
439,POST_ORDER_SURVEY-CONSOLIDATED.csv,Some sort of chicken curry,South Asian / Indian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
440,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
441,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
442,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu chicken and firecracker chicken,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
443,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pad Tha, Green curry",East Asian Curry,anna_map,True,They tried some parts but didn't eat much at all,0,1
444,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice bowls,Rice Bowl,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
446,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sushi,Sushi,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
447,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Noodles soup, kid's stir-fry noodles",Pho,anna_map,False,,0,0
448,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
450,POST_ORDER_SURVEY-CONSOLIDATED.csv,Macaroni cheese,Pasta,anna_map,True,,0,0
449,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagne,Lasagne,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",0,1
452,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
455,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
451,POST_ORDER_SURVEY-CONSOLIDATED.csv,Various,Chilli,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
453,POST_ORDER_SURVEY-CONSOLIDATED.csv,Shepherd pie,Shepherd's Pie,anna_map,False,,0,0
454,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Macaroni cheese x2, lasagna & chicken al fredo",Pasta,anna_map,False,,0,0
456,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
459,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
457,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken shawarma,Grain Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
458,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho & chicken fired rice,Pho,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They didn't try any of it",0,1
460,POST_ORDER_SURVEY-CONSOLIDATED.csv,Vietnamese Curry and small pho combo,East Asian Curry,anna_map,False,,0,0
462,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
461,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho and two kids noodles with chicken,Pho,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
463,POST_ORDER_SURVEY-CONSOLIDATED.csv,Special fried rice,Fried Rice,anna_map,False,,0,0
465,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
464,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu,Katsu,anna_map,True,,0,0
467,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family meal,RIce Bowl,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
468,POST_ORDER_SURVEY-CONSOLIDATED.csv,Straight from the Wok - Family Deliveroo,,unmapped,False,,0,0
469,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pasta,Pasta,anna_map,False,,0,0
470,POST_ORDER_SURVEY-CONSOLIDATED.csv,macaroni cheese,Pasta,anna_map,False,,0,0
466,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pasta/Pizza and the chicken roast with salad ootion,Pasta,anna_map,False,,0,0
472,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pho, stir fry",Pho,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
471,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
474,POST_ORDER_SURVEY-CONSOLIDATED.csv,Wok chicken,,unmapped,False,,0,0
473,POST_ORDER_SURVEY-CONSOLIDATED.csv,Salmon and health sushi options,Sushi,anna_map,False,,0,0
476,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagne and pizza,Pizza,keyword,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",0,1
478,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
479,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pasta,Pasta,anna_map,False,,0,0
477,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
480,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
481,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagne,Lasagne,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
482,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Side, pizza large and lasagna",Pizza,anna_map,False,,0,0
484,POST_ORDER_SURVEY-CONSOLIDATED.csv,pjo,,unmapped,True,,0,0
483,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family meal,RIce Bowl,anna_map,False,,0,0
485,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken Katsu, firecracker chicken, teriyaki chicken",Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
486,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
487,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
488,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
445,POST_ORDER_SURVEY-CONSOLIDATED.csv,Vegetarian and kids meals,Grain Bowl,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
489,POST_ORDER_SURVEY-CONSOLIDATED.csv,"pho, fried rice, fried noodles",Pho,anna_map,False,,0,0
490,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken ruby family dinner,South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
491,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef and chicken pho I think.,Pho,anna_map,False,,0,0
492,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
493,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
494,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry chicken family meal,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
475,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken katsu, beef brisket pho",Katsu,anna_map,True,,0,0
495,POST_ORDER_SURVEY-CONSOLIDATED.csv,sticky no chicken,Rice Bowl,anna_map,False,,0,0
496,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
497,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Amba Chicken, Farmer Grains, Sweet Potato, Mac and Cheese",Grain Bowl,anna_map,False,,0,0
498,POST_ORDER_SURVEY-CONSOLIDATED.csv,Green curry,East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
499,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Vegan pizza, vegan garlic bread, kids margarita",Pizza,anna_map,True,They didn't try any of it,0,1
501,POST_ORDER_SURVEY-CONSOLIDATED.csv,Salmon sushi dishes,Sushi,anna_map,False,,0,0
500,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho the whole fam,Pho,anna_map,False,,0,0
502,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Beef brisket, mushroom and tofu pho, egg fried rice",Pho,anna_map,True,They ate all parts of the dish and were full and happy,1,1
504,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken ruby and black daahl,South Asian / Indian Curry,anna_map,True,,0,0
503,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken teriyaki, spicy chicken teriyaki, veg gyoza noodle soup, chili chicken gyoza noodle soup",Rice Bowl,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
507,POST_ORDER_SURVEY-CONSOLIDATED.csv,Honey chicken. Fried rice. Spring rolls,Fried Rice,keyword,False,,0,0
506,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagna and garlic bread,Lasagne,anna_map,False,,0,0
508,POST_ORDER_SURVEY-CONSOLIDATED.csv,pho,Pho,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
511,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
512,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
515,POST_ORDER_SURVEY-CONSOLIDATED.csv,berry brittania,,unmapped,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,0
513,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katuse curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
514,POST_ORDER_SURVEY-CONSOLIDATED.csv,Prawn,,unmapped,False,,0,0
517,POST_ORDER_SURVEY-CONSOLIDATED.csv,Curry sauce,South Asian / Indian Curry,keyword,False,,0,0
519,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Rotisserie chicken, kale and pepper side dish, potatoes",Protein & Veg,anna_map,True,,0,0
505,POST_ORDER_SURVEY-CONSOLIDATED.csv,Teriyaki chicken and tofu,Rice Bowl,keyword,False,,0,0
518,POST_ORDER_SURVEY-CONSOLIDATED.csv,Biriyani meal deal. Very good.,Biryani,anna_map,False,,0,0
520,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pasta (family size), Margherita pizza, salad",Pasta,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
522,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice bowls,Rice Bowl,anna_map,False,,0,0
521,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
523,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
509,POST_ORDER_SURVEY-CONSOLIDATED.csv,Biryani,Biryani,anna_map,True,They ate all parts of the dish and were full and happy,1,1
524,POST_ORDER_SURVEY-CONSOLIDATED.csv,Jackfruit biryani and house black daal,Biryani,anna_map,False,,0,0
525,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
528,POST_ORDER_SURVEY-CONSOLIDATED.csv,Super Veg Bolognese Rigatoni,Pasta,anna_map,True,They ate all parts of the dish and were full and happy,1,1
529,POST_ORDER_SURVEY-CONSOLIDATED.csv,"We had noodles combo with Pho with a fried rice dish. Same with banana tree, rice and noodles combination",Pho,anna_map,True,,0,0
531,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
530,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,True,,0,0
526,POST_ORDER_SURVEY-CONSOLIDATED.csv,2 x spare ribs and house rice and boiled rice,,unmapped,False,,0,0
510,POST_ORDER_SURVEY-CONSOLIDATED.csv,Butter chicken family meal,South Asian / Indian Curry,anna_map,False,,0,0
532,POST_ORDER_SURVEY-CONSOLIDATED.csv,"pasta, pizza",Pasta,anna_map,False,,0,0
527,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
516,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family meal,RIce Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
534,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Daal, chicken ruby",South Asian / Indian Curry,anna_map,False,,0,0
533,POST_ORDER_SURVEY-CONSOLIDATED.csv,"2 pho, children's vegetarian rice and vegetarian noodles",Pho,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
535,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chichen curry,East Asian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
536,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken ruby rice daal naan,South Asian / Indian Curry,anna_map,True,,0,0
537,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
538,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
539,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu chicken,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
540,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
541,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Fried rice, pho",Fried Rice,anna_map,False,,0,0
542,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
543,POST_ORDER_SURVEY-CONSOLIDATED.csv,forgot,,unmapped,False,,0,0
544,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sushi platters,Sushi,anna_map,True,,0,0
546,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
547,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
548,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Ruby and the £25 meal,South Asian / Indian Curry,anna_map,False,,0,0
550,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
552,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fried rice,Fried Rice,anna_map,False,,0,0
551,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family offer - red curry,East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
553,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
557,POST_ORDER_SURVEY-CONSOLIDATED.csv,Poh,,unmapped,False,,0,0
558,POST_ORDER_SURVEY-CONSOLIDATED.csv,yasai katsu,Katsu,anna_map,False,,0,0
549,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pizza, dough balls,",Pizza,anna_map,False,,0,0
560,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Ruby Chicken, Black Dahl, Naan",South Asian / Indian Curry,anna_map,False,,0,0
559,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pad thai, squid",Noodles,keyword,True,,0,0
563,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fajita family of three,Fajitas,anna_map,False,,0,0
562,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family meal - katsu curry,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",1,1
561,POST_ORDER_SURVEY-CONSOLIDATED.csv,Gluten Free Pizza and pasta,Pizza,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
564,POST_ORDER_SURVEY-CONSOLIDATED.csv,Their salad & rice bowl with a side of egg fried rice!,Rice Bowl,keyword,False,,0,0
555,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
567,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
565,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza pasta mix,Pizza,anna_map,False,,0,0
569,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza and pasta,Pizza,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
568,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu Chicken,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
554,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Biriyani, dhal and roti",Biryani,anna_map,True,They ate all parts of the dish and were full and happy,1,1
570,POST_ORDER_SURVEY-CONSOLIDATED.csv,Veg combo,South Asian / Indian Curry,anna_map,False,,0,0
571,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac n cheese,Pasta,anna_map,False,,0,0
572,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken noodle (kids), chicken stir fry (kids), chicken pho, beef pho",Pho,anna_map,False,,0,0
575,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mix and match family bowls,Rice Bowl,anna_map,False,,0,0
576,POST_ORDER_SURVEY-CONSOLIDATED.csv,egg fried rice/ chicken pho/ chicken salad and pork rice bowl,Fried Rice,anna_map,False,,0,0
574,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sticky chicken bundle,Rice Bowl,anna_map,False,,0,0
577,POST_ORDER_SURVEY-CONSOLIDATED.csv,Two chicken curries a noodle dish and an egg fried rice,East Asian Curry,anna_map,False,,0,0
573,POST_ORDER_SURVEY-CONSOLIDATED.csv,Noodles,Noodles,anna_map,False,,0,0
578,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
579,POST_ORDER_SURVEY-CONSOLIDATED.csv,pho,Pho,anna_map,True,,0,0
556,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken curry and  daal,South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
580,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fresh from the wok,Rice Bowl,anna_map,False,,0,0
566,POST_ORDER_SURVEY-CONSOLIDATED.csv,Their salad and chicken rice bowl. Plus egg fried rice  on the side!,Rice Bowl,anna_map,False,,0,0
581,POST_ORDER_SURVEY-CONSOLIDATED.csv,biryani,Biryani,anna_map,False,,0,0
582,POST_ORDER_SURVEY-CONSOLIDATED.csv,Spicy bundle,,unmapped,True,,0,0
583,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
584,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
585,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho,Pho,anna_map,True,They ate all parts of the dish and were full and happy,1,1
586,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family dinner x2,,unmapped,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,0
587,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Brazilian beans and rice, satay chicken and rice, falafel and rice, aioli chicken and rice",Grain Bowl,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy|They ate some parts of the dish, but were full and happy",1,1
588,POST_ORDER_SURVEY-CONSOLIDATED.csv,katsu family deal,Katsu,keyword,False,,0,0
589,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken shawarma,Grain Bowl,anna_map,False,,0,0
593,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
594,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
590,POST_ORDER_SURVEY-CONSOLIDATED.csv,the curry with rice,South Asian / Indian Curry,keyword,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
595,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pizza, pasta. Doughballs",Pizza,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
597,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
598,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Mattar paneer, lentil daal",South Asian / Indian Curry,anna_map,True,,0,0
599,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Spicy curry, pad Thai, sticky chicken",East Asian Curry,anna_map,True,"They ate all parts of the dish and were full and happy|They ate some parts of the dish, but were full and happy",1,1
601,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Katsu Curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
602,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice and noodles,Rice Bowl,anna_map,False,,0,0
603,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Jackfruit biryani, dal",Biryani,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
604,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
605,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mixed bundle for 4,Fajitas,anna_map,False,,0,0
606,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagne and pepperoni pizza,Lasagne,anna_map,False,,0,0
607,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",0,1
608,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,False,,0,0
609,POST_ORDER_SURVEY-CONSOLIDATED.csv,The tofu family deal.,,unmapped,False,,0,0
610,POST_ORDER_SURVEY-CONSOLIDATED.csv,Shawarma platter,Grain Bowl,anna_map,False,,0,0
611,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family rice bowls,Rice Bowl,anna_map,True,"They ate all parts of the dish and were full and happy|They ate some parts of the dish, but were full and happy",1,1
612,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Soups, egg fried rice, spring rolls",Fried Rice,keyword,True,They ate all parts of the dish and were full and happy,1,1
600,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
613,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
614,POST_ORDER_SURVEY-CONSOLIDATED.csv,paneer,South Asian / Indian Curry,anna_map,False,,0,0
615,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice bowls,Rice Bowl,anna_map,True,They ate all parts of the dish and were full and happy,1,1
616,POST_ORDER_SURVEY-CONSOLIDATED.csv,Idli biryani,Biryani,keyword,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy|They tried some parts but didn't eat much at all|They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",1,1
617,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef pho,Pho,anna_map,False,,0,0
618,POST_ORDER_SURVEY-CONSOLIDATED.csv,4,Rice Bowl,anna_map,False,,0,0
591,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family deal butter chicken,South Asian / Indian Curry,anna_map,False,,0,0
545,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken ruby, broccoli salad",South Asian / Indian Curry,anna_map,False,,0,0
619,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pizza, lasagne, calamari, mozzarella fries, garlic bread tiramisu",Pizza,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy",1,1
620,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Red curry, sticky chicken, spring roll, chick satay",East Asian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
621,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice bowls,Rice Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
622,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu Curry meal deal,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy",1,1
624,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pasta,Pasta,anna_map,False,,0,0
623,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
625,POST_ORDER_SURVEY-CONSOLIDATED.csv,Variety,,unmapped,True,They ate all parts of the dish and were full and happy,1,0
626,POST_ORDER_SURVEY-CONSOLIDATED.csv,"The family feeding thing: green Thai curry, satay chicken with sticky rice and pad Thai,",East Asian Curry,anna_map,False,,0,0
627,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
629,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
630,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pizza, pasta, sides",Pizza,anna_map,False,,0,0
631,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef pho and rice,Pho,anna_map,False,,0,0
632,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family feast for 4,,unmapped,True,They ate all parts of the dish and were full and happy,1,0
633,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Egg fried rice, vegetable pho and a curry",Fried Rice,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
634,POST_ORDER_SURVEY-CONSOLIDATED.csv,Curry,Katsu,anna_map,True,,0,0
635,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagne and garlic pizza bread,Lasagne,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
637,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
