response_id,source_file,dish_text_raw,mapped_dish_type,mapping_method,is_family_survey,child_reaction_values,is_full_and_happy,included_in_denominator
819,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,False,,0,0
820,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
821,POST_ORDER_SURVEY-CONSOLIDATED.csv,Classic bowl range,,unmapped,False,,0,0
822,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken pad Thai,Noodles,anna_map,False,,0,0
823,POST_ORDER_SURVEY-CONSOLIDATED.csv,katsu,Katsu,anna_map,False,,0,0
824,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef Pho and kids rice noodles,Pho,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate all parts of the dish and were full and happy",1,1
815,POST_ORDER_SURVEY-CONSOLIDATED.csv,pad thai tofu x4,Noodles,anna_map,False,,0,0
809,POST_ORDER_SURVEY-CONSOLIDATED.csv,katsu curry,Katsu,anna_map,False,,0,0
825,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
827,POST_ORDER_SURVEY-CONSOLIDATED.csv,Panko chicken,,unmapped,True,They ate all parts of the dish and were full and happy,1,0
828,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu Curry,Katsu,anna_map,False,,0,0
829,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
830,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken pho, beef pho, chicken noodle soup, chicken fried rice",Pho,anna_map,False,,0,0
826,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family Thai option,,unmapped,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,0
831,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
832,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
834,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken Ruby, Jackfruit",South Asian / Indian Curry,anna_map,False,,0,0
835,POST_ORDER_SURVEY-CONSOLIDATED.csv,Rice bowl x 4,Rice Bowl,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
836,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Katsu,Katsu,anna_map,True,They ate all parts of the dish and were full and happy,1,1
837,POST_ORDER_SURVEY-CONSOLIDATED.csv,Shepherds pie,Shawarma,anna_map,False,,0,0
839,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family yasai katsu,Katsu,anna_map,True,,0,0
838,POST_ORDER_SURVEY-CONSOLIDATED.csv,Vegan Katsu curry,Katsu,anna_map,True,They tried some parts but didn't eat much at all,0,1
840,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
841,POST_ORDER_SURVEY-CONSOLIDATED.csv,Curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
843,POST_ORDER_SURVEY-CONSOLIDATED.csv,4,Rice Bowl,anna_map,False,,0,0
844,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
842,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family Chicken Katsu,Katsu,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
846,POST_ORDER_SURVEY-CONSOLIDATED.csv,Vegan chicken and coconut kare,,unmapped,True,,0,0
848,POST_ORDER_SURVEY-CONSOLIDATED.csv,Lasagna. Pizza and salad,Lasagne,anna_map,False,,0,0
850,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fried rice,Fried Rice,anna_map,False,,0,0
851,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
849,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Red curry, sticky chicken, spring roll, chick satay",East Asian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
845,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
854,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
857,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken,Grain Bowl,anna_map,False,,0,0
858,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
855,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Red curry, vegetable noodles, chicken pad Thai, prawn crackers",East Asian Curry,anna_map,True,"They didn't try any of it|They tried some parts but didn't eat much at all|They ate some parts of the dish, but were full and happy",1,1
859,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fajita family meal for 3,Fajitas,anna_map,False,,0,0
860,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho the whole fam,Pho,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
863,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sushi,Sushi,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
864,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Spicy chicken pho, child chicken pho, spicy brisket pho, child chicken and noodles",Pho,anna_map,False,,0,0
847,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
853,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
862,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sheperds Pie,Shepherd's Pie,anna_map,False,,0,0
866,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
869,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken,Grain Bowl,anna_map,False,,0,0
870,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Ruby chicken, dal makhni",South Asian / Indian Curry,anna_map,False,,0,0
871,POST_ORDER_SURVEY-CONSOLIDATED.csv,Noodles and rice,Noodles,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
873,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Mac n cheese, fries, chicken alfredo",Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
874,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac and cheese with bacon,Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
876,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
877,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
878,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Ruby rice dal,South Asian / Indian Curry,anna_map,False,,0,0
879,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Kids Mild Chicken Massaman & Jasmine Rice (574 kcal), Thai Red Curry Vegetable & Jasmine Rice (771 kcal), Kids Sticky Chicken (348 kcal)",East Asian Curry,anna_map,False,,0,0
875,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
880,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family platter,,unmapped,True,"They ate some parts of the dish, but not as much as I wanted|They tried some parts but didn't eat much at all|They tried some parts but didn't eat much at all",0,0
881,POST_ORDER_SURVEY-CONSOLIDATED.csv,Tofu,,unmapped,False,,0,0
882,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu,Katsu,anna_map,False,,0,0
883,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family shawarma package,Shawarma,anna_map,False,,0,0
852,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy,1,1
884,POST_ORDER_SURVEY-CONSOLIDATED.csv,sushi,Sushi,anna_map,True,"They ate some parts of the dish, but were full and happy|They tried some parts but didn't eat much at all|They tried some parts but didn't eat much at all|They tried some parts but didn't eat much at all|They ate some parts of the dish, but not as much as I wanted",1,1
861,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac and cheese,Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
833,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef pho,Pho,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
872,POST_ORDER_SURVEY-CONSOLIDATED.csv,1,Biryani,anna_map,False,,0,0
886,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu Curry,Katsu,anna_map,True,They ate all parts of the dish and were full and happy,1,1
887,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu curry,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
888,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
889,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby Murray and side dishes,South Asian / Indian Curry,anna_map,True,"They ate all parts of the dish and were full and happy|They ate some parts of the dish, but were full and happy",1,1
890,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Rice bowls. Soup, noodles",Rice Bowl,anna_map,False,,0,0
892,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
891,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Mattar paneer, which came with black daal, rice, and an appetizer",South Asian / Indian Curry,anna_map,False,,0,0
867,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
868,POST_ORDER_SURVEY-CONSOLIDATED.csv,katsu,Katsu,anna_map,False,,0,0
893,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,False,,0,0
885,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pizza, garlic bread, pasta",Pizza,anna_map,False,,0,0
894,POST_ORDER_SURVEY-CONSOLIDATED.csv,"amba chicken, broccoli, cauliflower,",Grain Bowl,anna_map,False,,0,0
895,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Adult noodle soup x 2, kids noodles and kids rice - all with chicken",Noodles,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
865,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
896,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby chicken,South Asian / Indian Curry,anna_map,False,,0,0
897,POST_ORDER_SURVEY-CONSOLIDATED.csv,Tofu lemongrass curry,East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but not as much as I wanted",1,1
899,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu chicken,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy",1,1
898,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken shawarma platter,Grain Bowl,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
900,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry order,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
901,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken ruby and black daahl,South Asian / Indian Curry,anna_map,True,,0,0
902,POST_ORDER_SURVEY-CONSOLIDATED.csv,The rice and chicken,Fried Rice,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
903,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
904,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza and lasagna,Pizza,anna_map,True,They ate all parts of the dish and were full and happy,1,1
905,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Family deal, dahl and jackfruit",Biryani,anna_map,False,,0,0
906,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho the whole family,Pho,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
908,POST_ORDER_SURVEY-CONSOLIDATED.csv,katsu chicken,Katsu,anna_map,False,,0,0
909,POST_ORDER_SURVEY-CONSOLIDATED.csv,Yasai for 4,Katsu,anna_map,False,,0,0
907,POST_ORDER_SURVEY-CONSOLIDATED.csv,Massaman curry,East Asian Curry,anna_map,False,,0,0
910,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
911,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai chicken x4,Noodles,anna_map,False,,0,0
913,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef chilli and vegetable chilli,Chilli,anna_map,False,,0,0
912,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby Murray,South Asian / Indian Curry,anna_map,False,,0,0
914,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fajitas,Fajitas,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
915,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho the whole fam,Pho,anna_map,False,,0,0
917,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fried rice x 4,Fried Rice,anna_map,False,,0,0
916,POST_ORDER_SURVEY-CONSOLIDATED.csv,Curry,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
918,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza pasta,Pizza,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
920,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family pizza pasta,Pizza,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
922,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Curries, rice with eggs",East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
924,POST_ORDER_SURVEY-CONSOLIDATED.csv,Biryani,Biryani,anna_map,False,,0,0
926,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu curry,Katsu,anna_map,False,,0,0
928,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken biriyani,Biryani,anna_map,True,,0,0
930,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad thai,Noodles,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy",1,1
925,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Family Feast which comes with a large pizza, a pasta and garlic. Plus a additional pizza and brownies",Pizza,anna_map,True,They tried some parts but didn't eat much at all,0,1
927,POST_ORDER_SURVEY-CONSOLIDATED.csv,Coconut chicken curry. Plus additional kids chicken soba & kids chicken ramen. Plus sides.,East Asian Curry,anna_map,True,They tried some parts but didn't eat much at all|They didn't try any of it,0,1
933,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken,Grain Bowl,anna_map,False,,0,0
932,POST_ORDER_SURVEY-CONSOLIDATED.csv,variety,,unmapped,False,,0,0
931,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sweet and sour chicken and rice,Rice Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
934,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac and cheese with Brisket,Pasta,anna_map,True,They ate all parts of the dish and were full and happy,1,1
935,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
929,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chilli and fajitas,Chilli,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but were full and happy",1,1
936,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza and pasta special,Pizza,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
937,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Sharing pizza, 2x kids pizza, sharing cheesy garlic bread",Pizza,anna_map,False,,0,0
938,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu curry,Katsu,anna_map,False,,0,0
939,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Pho x 2, kids fried rice x2",Pho,anna_map,False,,0,0
940,POST_ORDER_SURVEY-CONSOLIDATED.csv,Hainan Chicken,,unmapped,False,,0,0
941,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
942,POST_ORDER_SURVEY-CONSOLIDATED.csv,Fried rice,Fried Rice,anna_map,False,,0,0
943,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Noodle soups, chicken salad, kids soup.",Pho,anna_map,True,,0,0
944,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken green Thai curry,East Asian Curry,anna_map,False,,0,0
947,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
946,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Paneer, Dal , Rice combo",South Asian / Indian Curry,anna_map,False,,0,0
923,POST_ORDER_SURVEY-CONSOLIDATED.csv,Veg Rice bowl,RIce Bowl,anna_map,True,,0,0
949,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Katsu,Katsu,anna_map,False,,0,0
950,POST_ORDER_SURVEY-CONSOLIDATED.csv,Teriyaki rice,Rice Bowl,anna_map,False,,0,0
951,POST_ORDER_SURVEY-CONSOLIDATED.csv,Sushi,Sushi,anna_map,True,They ate all parts of the dish and were full and happy,1,1
948,POST_ORDER_SURVEY-CONSOLIDATED.csv,Vegan katsu,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",0,1
945,POST_ORDER_SURVEY-CONSOLIDATED.csv,Tofu curry and tofu wok fried noodles,East Asian Curry,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They didn't try any of it|They ate some parts of the dish, but were full and happy",1,1
953,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
952,POST_ORDER_SURVEY-CONSOLIDATED.csv,Family Katsu Curry,Katsu,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
954,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken ruby family,South Asian / Indian Curry,anna_map,False,,0,0
955,POST_ORDER_SURVEY-CONSOLIDATED.csv,"lasagne, pasta and garlic bread",Lasagne,anna_map,False,,0,0
956,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Garlic bread with mozzarella sharer, lasagna classica sharer, penne pasta sharer.",Lasagne,anna_map,False,,0,0
957,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Mac And Cheese with Chargrilled chicken, with added bacon and onions",Pasta,anna_map,False,,0,0
958,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho and noodles,Pho,anna_map,False,,0,0
959,POST_ORDER_SURVEY-CONSOLIDATED.csv,Don't remember,,excluded,False,,0,0
960,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
961,POST_ORDER_SURVEY-CONSOLIDATED.csv,Soup noodles,Pho,anna_map,True,"They tried some parts but didn't eat much at all|They ate all parts of the dish and were full and happy|They ate some parts of the dish, but were full and happy",1,1
963,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,"They ate some parts of the dish, but not as much as I wanted|They ate all parts of the dish and were full and happy",1,0
964,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
965,POST_ORDER_SURVEY-CONSOLIDATED.csv,Can't remember,,unmapped,False,,0,0
966,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
967,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
968,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu curry,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They didn't try any of it",0,1
969,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken curry, beef curry, egg fried rice, wok fried noodles with chicken, crispy spring rolls",East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
970,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Two curries, wok fried noodles and egg fried rice",East Asian Curry,anna_map,False,,0,0
971,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac and cheese,Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
972,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pasta,Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
973,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza deal,Pizza,anna_map,False,,0,0
974,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken coconut and lemongrass curry,East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
814,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken biryani dal makhai,Biryani,anna_map,True,They ate all parts of the dish and were full and happy,1,1
975,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mix match bowls,Rice Bowl,anna_map,False,,0,0
976,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Macaroni cheese x2, lasagna & chicken al fredo",Pasta,anna_map,False,,0,0
977,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu Chicken,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate all parts of the dish and were full and happy",1,1
978,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Biryani, Daal",Biryani,anna_map,True,,0,0
921,POST_ORDER_SURVEY-CONSOLIDATED.csv,Beef pho,Pho,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but not as much as I wanted",1,1
979,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby chicken,South Asian / Indian Curry,anna_map,False,,0,0
980,POST_ORDER_SURVEY-CONSOLIDATED.csv,The family sticky chicken meals,Rice Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
981,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
962,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Wok fried noodles, chicken salad, kids fried ricex2",Noodles,keyword,False,,0,0
982,POST_ORDER_SURVEY-CONSOLIDATED.csv,Coconut chicken curry,East Asian Curry,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
919,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken curry,East Asian Curry,anna_map,False,,0,0
983,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu curry,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
984,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Sticky chicken, rice",Rice Bowl,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
985,POST_ORDER_SURVEY-CONSOLIDATED.csv,matar paneer meal,South Asian / Indian Curry,anna_map,False,,0,0
986,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chilli chicken and rice,East Asian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate some parts of the dish, but not as much as I wanted",1,1
987,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken Ruby dinner, samosas, sdalad",South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
988,POST_ORDER_SURVEY-CONSOLIDATED.csv,Katsu chicken curry,Katsu,anna_map,False,,0,0
989,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken Katsu Curry,Katsu,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but were full and happy",1,1
856,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby chicken meal,South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
990,POST_ORDER_SURVEY-CONSOLIDATED.csv,Shepherds pie,Shawarma,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
991,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Chicken Ruby, daal, rice, pau bhaji",South Asian / Indian Curry,anna_map,True,"They ate some parts of the dish, but were full and happy|They ate all parts of the dish and were full and happy",1,1
992,POST_ORDER_SURVEY-CONSOLIDATED.csv,pastas,Pasta,anna_map,False,,0,0
994,POST_ORDER_SURVEY-CONSOLIDATED.csv,"beef pho, tofu pho, egg fried rice",Pho,anna_map,False,,0,0
995,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pad Thai,Noodles,anna_map,True,,0,0
996,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby chicken,South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
993,POST_ORDER_SURVEY-CONSOLIDATED.csv,Thai Red Curry,East Asian Curry,anna_map,False,,0,0
998,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
997,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
1000,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
999,POST_ORDER_SURVEY-CONSOLIDATED.csv,Tofu coconut lemongrass curry,East Asian Curry,anna_map,False,,0,0
1001,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby chicken,South Asian / Indian Curry,anna_map,True,,0,0
1003,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Kids nuggets, aioli chicken, satay chicken and falafel bowl",Grain Bowl,anna_map,True,"They ate some parts of the dish, but not as much as I wanted",0,1
1005,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mushroom fajitas and rice,Fajitas,anna_map,True,"They ate some parts of the dish, but were full and happy",1,1
1007,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,True,,0,0
1006,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho,Pho,anna_map,True,They ate all parts of the dish and were full and happy,1,1
1008,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho and egg fried rice,Pho,anna_map,True,They tried some parts but didn't eat much at all,0,1
1009,POST_ORDER_SURVEY-CONSOLIDATED.csv,,,,False,,0,0
1011,POST_ORDER_SURVEY-CONSOLIDATED.csv,Mac and  cheese,Pasta,anna_map,True,They ate all parts of the dish and were full and happy|They didn't try any of it,1,1
1010,POST_ORDER_SURVEY-CONSOLIDATED.csv,"Lasagne, garlic bread, chicken pesto pasta",Lasagne,anna_map,False,,0,0
1012,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza and Pasta deal,Pizza,anna_map,False,,0,0
1014,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza and pasta,Pizza,anna_map,True,"They ate some parts of the dish, but not as much as I wanted|They ate some parts of the dish, but not as much as I wanted",0,1
1013,POST_ORDER_SURVEY-CONSOLIDATED.csv,Ruby curry,South Asian / Indian Curry,anna_map,True,They ate all parts of the dish and were full and happy,1,1
1015,POST_ORDER_SURVEY-CONSOLIDATED.csv,Chicken katsu,Katsu,anna_map,True,,0,0
1004,POST_ORDER_SURVEY-CONSOLIDATED.csv,Firecracker rice bowl. Satsuma curry rice bowl,Rice Bowl,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
1016,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pizza/pasta deal,Pizza,anna_map,True,,0,0
1018,POST_ORDER_SURVEY-CONSOLIDATED.csv,Pho soups and rice with chicken,Pho,anna_map,True,They ate all parts of the dish and were full and happy|They ate all parts of the dish and were full and happy,1,1
